County,StateCode,Deaths,Population,Category
Fisher County, TX (48151),13,"3,854",Cancer
Floyd County, TX (48153),12,"5,917",Cancer
Fort Bend County, TX (48157),731,"741,237",Cancer
Franklin County, TX (48159),28,"10,607",Cancer
Freestone County, TX (48161),43,"19,624",Cancer
Frio County, TX (48163),23,"18,956",Cancer
Gaines County, TX (48165),24,"20,478",Cancer
Galveston County, TX (48167),655,"329,431",Cancer
Gillespie County, TX (48171),81,"26,521",Cancer
Goliad County, TX (48175),31,"7,517",Cancer
Gonzales County, TX (48177),54,"20,876",Cancer
Gray County, TX (48179),51,"22,725",Cancer
Grayson County, TX (48181),293,"128,235",Cancer
Gregg County, TX (48183),234,"123,745",Cancer
Grimes County, TX (48185),56,"27,671",Cancer
Guadalupe County, TX (48187),269,"155,265",Cancer
Hale County, TX (48189),58,"34,263",Cancer
Hamilton County, TX (48193),32,"8,304",Cancer
Hansford County, TX (48195),14,"5,538",Cancer
Hardeman County, TX (48197),12,"3,906",Cancer
Hardin County, TX (48199),131,"56,322",Cancer
Harris County, TX (48201),"5,490","4,589,928",Cancer
Harrison County, TX (48203),142,"66,534",Cancer
Haskell County, TX (48207),24,"5,681",Cancer
Hays County, TX (48209),235,"204,470",Cancer
Henderson County, TX (48213),214,"79,901",Cancer
Hidalgo County, TX (48215),845,"849,843",Cancer
Hill County, TX (48217),87,"35,077",Cancer
Hockley County, TX (48219),38,"23,275",Cancer
Hood County, TX (48221),145,"56,857",Cancer
Hopkins County, TX (48223),82,"36,400",Cancer
Houston County, TX (48225),68,"22,754",Cancer
Howard County, TX (48227),58,"36,708",Cancer
Hunt County, TX (48231),208,"92,073",Cancer
Hutchinson County, TX (48233),47,"21,511",Cancer
Jack County, TX (48237),14,"8,744",Cancer
Jackson County, TX (48239),42,"14,869",Cancer
Jasper County, TX (48241),90,"35,648",Cancer
Jefferson County, TX (48245),481,"254,679",Cancer
Jim Hogg County, TX (48247),15,"5,146",Cancer
Jim Wells County, TX (48249),71,"41,149",Cancer
Johnson County, TX (48251),325,"163,274",Cancer
Jones County, TX (48253),48,"20,009",Cancer
Karnes County, TX (48255),24,"15,254",Cancer
Kaufman County, TX (48257),206,"118,350",Cancer
Kendall County, TX (48259),79,"42,540",Cancer
Kerr County, TX (48265),143,"51,504",Cancer
Kimble County, TX (48267),11,"4,423",Cancer
Kleberg County, TX (48273),58,"31,690",Cancer
Knox County, TX (48275),13,"3,806",Cancer
Lamar County, TX (48277),102,"49,791",Cancer
Lamb County, TX (48279),26,"13,275",Cancer
Lampasas County, TX (48281),42,"20,760",Cancer
Lavaca County, TX (48285),52,"19,809",Cancer
Lee County, TX (48287),44,"17,055",Cancer
Leon County, TX (48289),48,"17,299",Cancer
Liberty County, TX (48291),164,"81,704",Cancer
Limestone County, TX (48293),56,"23,468",Cancer
Live Oak County, TX (48297),23,"12,056",Cancer
Llano County, TX (48299),64,"20,362",Cancer
Lubbock County, TX (48303),433,"303,137",Cancer
Lynn County, TX (48305),16,"5,711",Cancer
McCulloch County, TX (48307),15,"8,172",Cancer
McLennan County, TX (48309),394,"247,934",Cancer
Madison County, TX (48313),27,"13,987",Cancer
Marion County, TX (48315),27,"10,147",Cancer
Martin County, TX (48317),11,"5,723",Cancer
Mason County, TX (48319),11,"4,111",Cancer
Matagorda County, TX (48321),95,"37,187",Cancer
Maverick County, TX (48323),85,"57,685",Cancer
Medina County, TX (48325),83,"49,283",Cancer
Midland County, TX (48329),225,"162,565",Cancer
Milam County, TX (48331),79,"24,871",Cancer
Mills County, TX (48333),17,"4,907",Cancer
Mitchell County, TX (48335),25,"8,720",Cancer
Montague County, TX (48337),51,"19,414",Cancer
Montgomery County, TX (48339),832,"556,203",Cancer
Moore County, TX (48341),28,"22,120",Cancer
Morris County, TX (48343),42,"12,593",Cancer
Nacogdoches County, TX (48347),104,"65,806",Cancer
Navarro County, TX (48349),94,"48,523",Cancer
Newton County, TX (48351),31,"14,003",Cancer
Nolan County, TX (48353),26,"14,993",Cancer
Nueces County, TX (48355),567,"361,350",Cancer
Ochiltree County, TX (48357),14,"10,306",Cancer
Orange County, TX (48361),199,"84,964",Cancer
Palo Pinto County, TX (48363),61,"28,053",Cancer
Panola County, TX (48365),61,"23,492",Cancer
Parker County, TX (48367),259,"129,441",Cancer
Parmer County, TX (48369),11,"9,776",Cancer
Pecos County, TX (48371),22,"15,970",Cancer
Polk County, TX (48373),138,"47,916",Cancer
Potter County, TX (48375),210,"120,832",Cancer
Rains County, TX (48379),28,"11,314",Cancer
Randall County, TX (48381),214,"132,501",Cancer
Real County, TX (48385),10,"3,389",Cancer
Red River County, TX (48387),28,"12,207",Cancer
Reeves County, TX (48389),19,"14,921",Cancer
Refugio County, TX (48391),21,"7,321",Cancer
Robertson County, TX (48395),43,"16,751",Cancer
Rockwall County, TX (48397),136,"93,978",Cancer
Runnels County, TX (48399),30,"10,448",Cancer
Rusk County, TX (48401),102,"52,732",Cancer
Sabine County, TX (48403),47,"10,303",Cancer
San Augustine County, TX (48405),35,"8,320",Cancer
San Jacinto County, TX (48407),68,"27,707",Cancer
San Patricio County, TX (48409),117,"67,655",Cancer
San Saba County, TX (48411),18,"5,944",Cancer
Schleicher County, TX (48413),11,"3,056",Cancer
Scurry County, TX (48415),31,"17,333",Cancer
Shelby County, TX (48419),56,"25,579",Cancer
Smith County, TX (48423),372,"225,290",Cancer
Somervell County, TX (48425),19,"8,775",Cancer
Starr County, TX (48427),86,"64,122",Cancer
Stephens County, TX (48429),34,"9,906",Cancer
Swisher County, TX (48437),14,"7,466",Cancer
Tarrant County, TX (48439),"2,816","2,016,872",Cancer
Taylor County, TX (48441),251,"136,535",Cancer
Terry County, TX (48445),16,"12,799",Cancer
Titus County, TX (48449),57,"32,592",Cancer
Tom Green County, TX (48451),218,"118,386",Cancer
Travis County, TX (48453),"1,154","1,199,323",Cancer
Trinity County, TX (48455),53,"14,442",Cancer
Tyler County, TX (48457),44,"21,320",Cancer
Upshur County, TX (48459),105,"40,969",Cancer
Uvalde County, TX (48463),63,"27,285",Cancer
Val Verde County, TX (48465),74,"48,881",Cancer
Van Zandt County, TX (48467),134,"54,355",Cancer
Victoria County, TX (48469),183,"92,467",Cancer
Walker County, TX (48471),108,"71,484",Cancer
Waller County, TX (48473),77,"50,115",Cancer
Ward County, TX (48475),22,"11,600",Cancer
Washington County, TX (48477),75,"35,056",Cancer
Webb County, TX (48479),264,"271,193",Cancer
Wharton County, TX (48481),95,"41,735",Cancer
Wheeler County, TX (48483),14,"5,546",Cancer
Wichita County, TX (48485),302,"131,838",Cancer
Wilbarger County, TX (48487),28,"12,892",Cancer
Willacy County, TX (48489),25,"21,810",Cancer
Williamson County, TX (48491),600,"528,718",Cancer
Wilson County, TX (48493),72,"48,480",Cancer
Wise County, TX (48497),153,"64,455",Cancer
Wood County, TX (48499),109,"44,227",Cancer
Yoakum County, TX (48501),21,"8,488",Cancer
Young County, TX (48503),51,"18,152",Cancer
Zapata County, TX (48505),18,"14,349",Cancer
Zavala County, TX (48507),21,"12,023",Cancer
Beaver County, UT (49001),11,"6,463",Cancer
Box Elder County, UT (49003),54,"53,139",Cancer
Cache County, UT (49005),99,"122,753",Cancer
Carbon County, UT (49007),28,"20,399",Cancer
Davis County, UT (49011),288,"342,281",Cancer
Duchesne County, UT (49013),32,"20,337",Cancer
Emery County, UT (49015),17,"10,216",Cancer
Garfield County, UT (49017),11,"4,986",Cancer
Grand County, UT (49019),17,"9,579",Cancer
Iron County, UT (49021),70,"49,937",Cancer
Kane County, UT (49025),17,"7,334",Cancer
Millard County, UT (49027),21,"12,694",Cancer
Salt Lake County, UT (49035),"1,230","1,121,354",Cancer
San Juan County, UT (49037),15,"16,895",Cancer
Sanpete County, UT (49039),32,"29,409",Cancer
Sevier County, UT (49041),30,"21,267",Cancer
Summit County, UT (49043),35,"40,307",Cancer
Tooele County, UT (49045),77,"64,833",Cancer
Uintah County, UT (49047),35,"36,373",Cancer
Utah County, UT (49049),422,"592,299",Cancer
Wasatch County, UT (49051),37,"30,528",Cancer
Washington County, UT (49053),248,"160,245",Cancer
Weber County, UT (49057),269,"247,560",Cancer
Addison County, VT (50001),66,"36,959",Cancer
Bennington County, VT (50003),107,"36,191",Cancer
Caledonia County, VT (50005),74,"30,333",Cancer
Chittenden County, VT (50007),268,"161,531",Cancer
Essex County, VT (50009),16,"6,176",Cancer
Franklin County, VT (50011),109,"48,915",Cancer
Grand Isle County, VT (50013),17,"6,919",Cancer
Lamoille County, VT (50015),56,"25,333",Cancer
Orange County, VT (50017),53,"28,919",Cancer
Orleans County, VT (50019),71,"26,863",Cancer
Rutland County, VT (50021),159,"59,310",Cancer
Washington County, VT (50023),116,"58,504",Cancer
Windham County, VT (50025),110,"43,145",Cancer
Windsor County, VT (50027),134,"55,496",Cancer
Accomack County, VA (51001),106,"32,947",Cancer
Albemarle County, VA (51003),188,"106,878",Cancer
Alleghany County, VA (51005),42,"15,595",Cancer
Amelia County, VA (51007),32,"12,913",Cancer
Amherst County, VA (51009),70,"31,633",Cancer
Appomattox County, VA (51011),44,"15,475",Cancer
Arlington County, VA (51013),202,"230,050",Cancer
Augusta County, VA (51015),160,"74,997",Cancer
Bath County, VA (51017),13,"4,476",Cancer
Bedford County, VA (51019),205,"77,960",Cancer
Bland County, VA (51021),15,"6,513",Cancer
Botetourt County, VA (51023),70,"33,231",Cancer
Brunswick County, VA (51025),44,"16,243",Cancer
Buchanan County, VA (51027),72,"22,178",Cancer
Buckingham County, VA (51029),39,"17,048",Cancer
Campbell County, VA (51031),149,"54,952",Cancer
Caroline County, VA (51033),62,"30,178",Cancer
Carroll County, VA (51035),77,"29,531",Cancer
Charles City County, VA (51036),18,"7,071",Cancer
Charlotte County, VA (51037),35,"12,129",Cancer
Chesterfield County, VA (51041),560,"339,009",Cancer
Clarke County, VA (51043),36,"14,374",Cancer
Craig County, VA (51045),16,"5,158",Cancer
Culpeper County, VA (51047),101,"50,083",Cancer
Cumberland County, VA (51049),26,"9,652",Cancer
Dickenson County, VA (51051),61,"14,968",Cancer
Dinwiddie County, VA (51053),53,"28,144",Cancer
Essex County, VA (51057),33,"11,123",Cancer
Fairfax County, VA (51059),"1,288","1,138,652",Cancer
Fauquier County, VA (51061),123,"69,069",Cancer
Floyd County, VA (51063),39,"15,731",Cancer
Fluvanna County, VA (51065),45,"26,271",Cancer
Franklin County, VA (51067),133,"56,069",Cancer
Frederick County, VA (51069),178,"84,421",Cancer
Giles County, VA (51071),52,"16,857",Cancer
Gloucester County, VA (51073),106,"37,214",Cancer
Goochland County, VA (51075),57,"22,668",Cancer
Grayson County, VA (51077),42,"15,107",Cancer
Greene County, VA (51079),38,"19,371",Cancer
Greensville County, VA (51081),34,"11,706",Cancer
Halifax County, VA (51083),119,"34,992",Cancer
Hanover County, VA (51085),223,"104,392",Cancer
Henrico County, VA (51087),604,"326,501",Cancer
Henry County, VA (51089),145,"51,445",Cancer
Isle of Wight County, VA (51093),70,"36,596",Cancer
James City County, VA (51095),200,"74,404",Cancer
King and Queen County, VA (51097),22,"7,159",Cancer
King George County, VA (51099),38,"25,984",Cancer
King William County, VA (51101),38,"16,334",Cancer
Lancaster County, VA (51103),49,"10,972",Cancer
Lee County, VA (51105),59,"24,179",Cancer
Loudoun County, VA (51107),360,"385,945",Cancer
Louisa County, VA (51109),93,"35,236",Cancer
Lunenburg County, VA (51111),31,"12,273",Cancer
Madison County, VA (51113),28,"13,078",Cancer
Mathews County, VA (51115),34,"8,782",Cancer
Mecklenburg County, VA (51117),108,"30,892",Cancer
Middlesex County, VA (51119),39,"10,778",Cancer
Montgomery County, VA (51121),119,"98,602",Cancer
Nelson County, VA (51125),42,"14,869",Cancer
New Kent County, VA (51127),43,"21,147",Cancer
Northampton County, VA (51131),41,"12,139",Cancer
Northumberland County, VA (51133),48,"12,222",Cancer
Nottoway County, VA (51135),36,"15,595",Cancer
Orange County, VA (51137),94,"35,533",Cancer
Page County, VA (51139),71,"23,654",Cancer
Patrick County, VA (51141),56,"17,923",Cancer
Pittsylvania County, VA (51143),164,"61,687",Cancer
Powhatan County, VA (51145),51,"28,443",Cancer
Prince Edward County, VA (51147),53,"23,142",Cancer
Prince George County, VA (51149),50,"37,845",Cancer
Prince William County, VA (51153),464,"455,210",Cancer
Pulaski County, VA (51155),88,"34,203",Cancer
Rappahannock County, VA (51157),20,"7,388",Cancer
Richmond County, VA (51159),36,"8,774",Cancer
Roanoke County, VA (51161),191,"94,031",Cancer
Rockbridge County, VA (51163),50,"22,392",Cancer
Rockingham County, VA (51165),157,"79,744",Cancer
Russell County, VA (51167),77,"27,370",Cancer
Scott County, VA (51169),82,"21,930",Cancer
Shenandoah County, VA (51171),109,"43,175",Cancer
Smyth County, VA (51173),85,"31,062",Cancer
Southampton County, VA (51175),52,"18,057",Cancer
Spotsylvania County, VA (51177),226,"132,010",Cancer
Stafford County, VA (51179),172,"144,361",Cancer
Surry County, VA (51181),25,"6,544",Cancer
Sussex County, VA (51183),37,"11,504",Cancer
Tazewell County, VA (51185),131,"42,150",Cancer
Warren County, VA (51187),81,"39,155",Cancer
Washington County, VA (51191),119,"54,214",Cancer
Westmoreland County, VA (51193),66,"17,592",Cancer
Wise County, VA (51195),113,"39,228",Cancer
Wythe County, VA (51197),84,"29,016",Cancer
York County, VA (51199),103,"67,976",Cancer
Alexandria city, VA (51510),148,"155,810",Cancer
Bristol city, VA (51520),68,"16,960",Cancer
Buena Vista city, VA (51530),18,"6,452",Cancer
Charlottesville city, VA (51540),61,"46,912",Cancer
Chesapeake city, VA (51550),385,"237,940",Cancer
Colonial Heights city, VA (51570),55,"17,772",Cancer
Covington city, VA (51580),29,"5,518",Cancer
Danville city, VA (51590),114,"41,898",Cancer
Emporia city, VA (51595),15,"5,305",Cancer
Fairfax city, VA (51600),47,"24,164",Cancer
Falls Church city, VA (51610),22,"14,014",Cancer
Franklin city, VA (51620),33,"8,306",Cancer
Fredericksburg city, VA (51630),38,"28,297",Cancer
Galax city, VA (51640),46,"6,775",Cancer
Hampton city, VA (51650),259,"135,410",Cancer
Harrisonburg city, VA (51660),60,"53,078",Cancer
Hopewell city, VA (51670),64,"22,735",Cancer
Lexington city, VA (51678),19,"7,045",Cancer
Lynchburg city, VA (51680),156,"80,212",Cancer
Manassas city, VA (51683),55,"41,483",Cancer
Manassas Park city, VA (51685),12,"15,915",Cancer
Martinsville city, VA (51690),53,"13,445",Cancer
Newport News city, VA (51700),342,"181,825",Cancer
Norfolk city, VA (51710),416,"245,115",Cancer
Norton city, VA (51720),12,"3,864",Cancer
Petersburg city, VA (51730),100,"31,882",Cancer
Poquoson city, VA (51735),30,"12,017",Cancer
Portsmouth city, VA (51740),218,"95,252",Cancer
Radford city, VA (51750),28,"17,483",Cancer
Richmond city, VA (51760),358,"223,170",Cancer
Roanoke city, VA (51770),221,"99,660",Cancer
Salem city, VA (51775),75,"25,549",Cancer
Staunton city, VA (51790),76,"24,363",Cancer
Suffolk city, VA (51800),175,"89,273",Cancer
Virginia Beach city, VA (51810),719,"452,602",Cancer
Waynesboro city, VA (51820),68,"21,887",Cancer
Winchester city, VA (51840),61,"27,516",Cancer
Adams County, WA (53001),17,"19,238",Cancer
Asotin County, WA (53003),51,"22,306",Cancer
Benton County, WA (53005),320,"193,686",Cancer
Chelan County, WA (53007),139,"76,338",Cancer
Clallam County, WA (53009),241,"74,570",Cancer
Clark County, WA (53011),784,"467,018",Cancer
Columbia County, WA (53013),17,"3,938",Cancer
Cowlitz County, WA (53015),248,"105,160",Cancer
Douglas County, WA (53017),66,"41,327",Cancer
Ferry County, WA (53019),16,"7,614",Cancer
Franklin County, WA (53021),91,"90,160",Cancer
Grant County, WA (53025),155,"93,546",Cancer
Grays Harbor County, WA (53027),192,"71,628",Cancer
Island County, WA (53029),178,"82,636",Cancer
Jefferson County, WA (53031),107,"31,139",Cancer
King County, WA (53033),"3,022","2,149,970",Cancer
Kitsap County, WA (53035),486,"264,811",Cancer
Kittitas County, WA (53037),68,"44,866",Cancer
Klickitat County, WA (53039),60,"21,301",Cancer
Lewis County, WA (53041),199,"77,066",Cancer
Lincoln County, WA (53043),29,"10,350",Cancer
Mason County, WA (53045),158,"62,198",Cancer
Okanogan County, WA (53047),101,"41,554",Cancer
Pacific County, WA (53049),58,"21,249",Cancer
Pend Oreille County, WA (53051),43,"13,123",Cancer
Pierce County, WA (53053),"1,461","861,312",Cancer
San Juan County, WA (53055),44,"16,339",Cancer
Skagit County, WA (53057),281,"123,681",Cancer
Skamania County, WA (53059),18,"11,510",Cancer
Snohomish County, WA (53061),"1,260","787,620",Cancer
Spokane County, WA (53063),"1,009","499,072",Cancer
Stevens County, WA (53065),107,"44,439",Cancer
Thurston County, WA (53067),519,"275,222",Cancer
Wahkiakum County, WA (53069),10,"4,139",Cancer
Walla Walla County, WA (53071),125,"60,340",Cancer
Whatcom County, WA (53073),439,"216,800",Cancer
Whitman County, WA (53075),40,"48,851",Cancer
Yakima County, WA (53077),428,"249,636",Cancer
Barbour County, WV (54001),43,"16,831",Cancer
Berkeley County, WV (54003),243,"113,525",Cancer
Boone County, WV (54005),64,"22,816",Cancer
Braxton County, WV (54007),37,"14,471",Cancer
Brooke County, WV (54009),68,"22,977",Cancer
Cabell County, WV (54011),215,"95,987",Cancer
Calhoun County, WV (54013),23,"7,336",Cancer
Clay County, WV (54015),33,"8,859",Cancer
Doddridge County, WV (54017),21,"8,413",Cancer
Fayette County, WV (54019),131,"44,323",Cancer
Gilmer County, WV (54021),21,"8,249",Cancer
Grant County, WV (54023),26,"11,732",Cancer
Greenbrier County, WV (54025),94,"35,279",Cancer
Hampshire County, WV (54027),61,"23,301",Cancer
Hancock County, WV (54029),70,"29,590",Cancer
Hardy County, WV (54031),32,"13,889",Cancer
Harrison County, WV (54033),176,"68,400",Cancer
Jackson County, WV (54035),83,"29,152",Cancer
Jefferson County, WV (54037),119,"56,368",Cancer
Kanawha County, WV (54039),491,"186,241",Cancer
Lewis County, WV (54041),59,"16,309",Cancer
Lincoln County, WV (54043),57,"21,232",Cancer
Logan County, WV (54045),100,"33,700",Cancer
McDowell County, WV (54047),60,"19,141",Cancer
Marion County, WV (54049),142,"56,538",Cancer
Marshall County, WV (54051),80,"31,793",Cancer
Mason County, WV (54053),62,"26,825",Cancer
Mercer County, WV (54055),157,"60,468",Cancer
Mineral County, WV (54057),62,"27,411",Cancer
Mingo County, WV (54059),80,"24,647",Cancer
Monongalia County, WV (54061),150,"104,622",Cancer
Monroe County, WV (54063),47,"13,370",Cancer
